Var1,Freq,Mutations
2022/3/7,3275,Lineage B
2022/3/8,3525,Lineage B
2022/3/9,3072,Lineage B
2022/3/10,2789,Lineage B
2022/3/11,2949,Lineage B
2022/3/12,1860,Lineage B
2022/3/13,2698,Lineage B
2022/3/14,4502,Lineage B
2022/3/15,3033,Lineage B
2022/3/16,3465,Lineage B
2022/3/17,3017,Lineage B
2022/3/18,2931,Lineage B
2022/3/19,2198,Lineage B
2022/3/20,2598,Lineage B
2022/3/21,4301,Lineage B
2022/3/22,4194,Lineage B
2022/3/23,2836,Lineage B
2022/3/24,2634,Lineage B
2022/3/25,2287,Lineage B
2022/3/26,3122,Lineage B
2022/3/27,2527,Lineage B
2022/3/28,4213,Lineage B
2022/3/29,3185,Lineage B
2022/3/30,3619,Lineage B
2022/3/31,3222,Lineage B
2022/4/1,2996,Lineage B
2022/4/2,2448,Lineage B
2022/4/3,2302,Lineage B
2022/4/4,4609,Lineage B
2022/4/5,3975,Lineage B
2022/4/6,3420,Lineage B
2022/4/7,3621,Lineage B
2022/4/8,3124,Lineage B
2022/4/9,2315,Lineage B
2022/4/10,1948,Lineage B
2022/4/11,4535,Lineage B
2022/4/12,3429,Lineage B
2022/4/13,3114,Lineage B
2022/4/14,2461,Lineage B
2022/4/15,2213,Lineage B
2022/4/16,2039,Lineage B
2022/4/17,1872,Lineage B
2022/4/18,2802,Lineage B
2022/4/19,4090,Lineage B
2022/4/20,3086,Lineage B
2022/4/21,2570,Lineage B
2022/4/22,2681,Lineage B
2022/4/23,1874,Lineage B
2022/4/24,1784,Lineage B
2022/4/25,3268,Lineage B
2022/4/26,2919,Lineage B
2022/4/27,2811,Lineage B
2022/4/28,2516,Lineage B
2022/4/29,2183,Lineage B
2022/4/30,1704,Lineage B
2022/5/1,1606,Lineage B
2022/5/2,2723,Lineage B
2022/5/3,3025,Lineage B
2022/5/4,2591,Lineage B
2022/5/5,2632,Lineage B
2022/5/6,2176,Lineage B
2022/5/7,1532,Lineage B
2022/5/8,1536,Lineage B
2022/5/9,3284,Lineage B
2022/5/10,2743,Lineage B
2022/5/11,2597,Lineage B
2022/5/12,2791,Lineage B
2022/5/13,2201,Lineage B
2022/5/14,1712,Lineage B
2022/5/15,1442,Lineage B
2022/5/16,2773,Lineage B
2022/5/17,2535,Lineage B
2022/5/18,2517,Lineage B
2022/5/19,2348,Lineage B
2022/5/20,1968,Lineage B
2022/5/21,1376,Lineage B
2022/5/22,1437,Lineage B
2022/5/23,2516,Lineage B
2022/5/24,2272,Lineage B
2022/5/25,2034,Lineage B
2022/5/26,1515,Lineage B
2022/5/27,1956,Lineage B
2022/5/28,1109,Lineage B
2022/5/29,1003,Lineage B
2022/5/30,1891,Lineage B
2022/5/31,2048,Lineage B
2022/6/1,1824,Lineage B
2022/6/2,1740,Lineage B
2022/6/3,1485,Lineage B
2022/6/4,1040,Lineage B
2022/6/5,910,Lineage B
2022/6/6,1589,Lineage B
2022/6/7,2236,Lineage B
2022/6/8,1735,Lineage B
2022/6/9,1652,Lineage B
2022/6/10,1419,Lineage B
2022/6/11,1016,Lineage B
2022/6/12,946,Lineage B
2022/6/13,2161,Lineage B
2022/6/14,1719,Lineage B
2022/6/15,1697,Lineage B
2022/6/16,1294,Lineage B
2022/6/17,1333,Lineage B
2022/6/18,975,Lineage B
2022/6/19,801,Lineage B
2022/6/20,1806,Lineage B
2022/6/21,1641,Lineage B
2022/6/22,1438,Lineage B
2022/6/23,1215,Lineage B
2022/6/24,884,Lineage B
2022/6/25,624,Lineage B
2022/6/26,580,Lineage B
2022/6/27,1264,Lineage B
2022/6/28,1002,Lineage B
2022/6/29,901,Lineage B
2022/6/30,926,Lineage B
2022/7/1,812,Lineage B
2022/7/2,641,Lineage B
2022/7/3,567,Lineage B
2022/7/4,837,Lineage B
2022/7/5,877,Lineage B
2022/7/6,766,Lineage B
2022/7/7,763,Lineage B
2022/7/8,701,Lineage B
2022/7/9,480,Lineage B
2022/7/10,481,Lineage B
2022/7/11,853,Lineage B
2022/7/12,815,Lineage B
2022/7/13,696,Lineage B
2022/7/14,644,Lineage B
2022/7/15,548,Lineage B
2022/7/16,416,Lineage B
2022/7/17,448,Lineage B
2022/7/18,748,Lineage B
2022/7/19,718,Lineage B
2022/7/20,614,Lineage B
2022/7/21,540,Lineage B
2022/7/22,508,Lineage B
2022/7/23,361,Lineage B
2022/7/24,268,Lineage B
2022/7/25,540,Lineage B
2022/7/26,477,Lineage B
2022/7/27,429,Lineage B
2022/7/28,427,Lineage B
2022/7/29,368,Lineage B
2022/7/30,243,Lineage B
2022/7/31,207,Lineage B
2022/8/1,591,Lineage B
2022/8/2,435,Lineage B
2022/8/3,335,Lineage B
2022/8/4,323,Lineage B
2022/8/5,293,Lineage B
2022/8/6,229,Lineage B
2022/8/7,164,Lineage B
2022/8/8,509,Lineage B
2022/8/9,407,Lineage B
2022/8/10,367,Lineage B
2022/8/11,419,Lineage B
2022/8/12,438,Lineage B
2022/8/13,242,Lineage B
2022/8/14,237,Lineage B
2022/8/15,332,Lineage B
2022/8/16,628,Lineage B
2022/8/17,396,Lineage B
2022/8/18,397,Lineage B
2022/8/19,309,Lineage B
2022/8/20,265,Lineage B
2022/8/21,157,Lineage B
2022/8/22,534,Lineage B
2022/8/23,606,Lineage B
2022/8/24,456,Lineage B
2022/8/25,359,Lineage B
2022/8/26,352,Lineage B
2022/8/27,198,Lineage B
2022/8/28,192,Lineage B
2022/8/29,502,Lineage B
2022/8/30,264,Lineage B
2022/8/31,291,Lineage B
2022/9/1,414,Lineage B
2022/9/2,618,Lineage B
2022/9/3,197,Lineage B
2022/9/4,383,Lineage B
2022/9/5,536,Lineage B
2022/9/6,498,Lineage B
2022/9/7,391,Lineage B
2022/9/8,235,Lineage B
2022/9/9,234,Lineage B
2022/9/10,173,Lineage B
2022/9/11,173,Lineage B
2022/9/12,363,Lineage B
2022/9/13,289,Lineage B
2022/9/14,208,Lineage B
2022/9/15,205,Lineage B
2022/9/16,158,Lineage B
2022/9/17,143,Lineage B
2022/9/18,176,Lineage B
2022/9/19,239,Lineage B
2022/9/20,223,Lineage B
2022/9/21,271,Lineage B
2022/9/22,367,Lineage B
2022/9/23,92,Lineage B
2022/9/24,166,Lineage B
2022/9/25,95,Lineage B
2022/9/26,81,Lineage B
2022/9/27,73,Lineage B
2022/9/28,30,Lineage B
2022/9/29,7,Lineage B
2022/9/30,76,Lineage B
2022/10/1,81,Lineage B
2022/10/2,12,Lineage B
2022/10/3,1,Lineage B
2019/12/24,0,8782T
2019/12/25,0,8782T
2019/12/26,0,8782T
2019/12/27,0,8782T
2019/12/28,0,8782T
2019/12/29,0,8782T
2019/12/30,0,8782T
2019/12/31,0,8782T
2020/1/1,0,8782T
2020/1/2,0,8782T
2020/1/3,0,8782T
2020/1/4,0,8782T
2020/1/5,0,8782T
2020/1/6,0,8782T
2020/1/7,0,8782T
2020/1/8,0,8782T
2020/1/9,0,8782T
2020/1/10,0,8782T
2020/1/11,0,8782T
2020/1/12,0,8782T
2020/1/13,0,8782T
2020/1/14,0,8782T
2020/1/15,0,8782T
2020/1/16,0,8782T
2020/1/17,0,8782T
2020/1/18,0,8782T
2020/1/19,0,8782T
2020/1/20,0,8782T
2020/1/21,0,8782T
2020/1/22,0,8782T
2020/1/23,0,8782T
2020/1/24,0,8782T
2020/1/25,0,8782T
2020/1/26,3,8782T
2020/1/27,1,8782T
2020/1/28,0,8782T
2020/1/29,0,8782T
2020/1/30,0,8782T
2020/1/31,1,8782T
2020/2/1,0,8782T
2020/2/2,0,8782T
2020/2/3,0,8782T
2020/2/4,0,8782T
2020/2/5,0,8782T
2020/2/6,1,8782T
2020/2/7,0,8782T
2020/2/8,0,8782T
2020/2/9,0,8782T
2020/2/10,0,8782T
2020/2/11,0,8782T
2020/2/12,0,8782T
2020/2/13,2,8782T
2020/2/14,2,8782T
2020/2/15,1,8782T
2020/2/16,2,8782T
2020/2/17,2,8782T
2020/2/18,1,8782T
2020/2/19,1,8782T
2020/2/20,0,8782T
2020/2/21,0,8782T
2020/2/22,1,8782T
2020/2/23,0,8782T
2020/2/24,0,8782T
2020/2/25,1,8782T
2020/2/26,1,8782T
2020/2/27,1,8782T
2020/2/28,1,8782T
2020/2/29,0,8782T
2020/3/1,1,8782T
2020/3/2,4,8782T
2020/3/3,3,8782T
2020/3/4,1,8782T
2020/3/5,3,8782T
2020/3/6,0,8782T
2020/3/7,0,8782T
2020/3/8,0,8782T
2020/3/9,1,8782T
2020/3/10,0,8782T
2020/3/11,0,8782T
2020/3/12,2,8782T
2020/3/13,2,8782T
2020/3/14,0,8782T
2020/3/15,0,8782T
2020/3/16,0,8782T
2020/3/17,3,8782T
2020/3/18,1,8782T
2020/3/19,2,8782T
2020/3/20,0,8782T
2020/3/21,1,8782T
2020/3/22,0,8782T
2020/3/23,0,8782T
2020/3/24,0,8782T
2020/3/25,0,8782T
2020/3/26,0,8782T
2020/3/27,0,8782T
2020/3/28,0,8782T
2020/3/29,1,8782T
2020/3/30,0,8782T
2020/3/31,1,8782T
2020/4/1,4,8782T
2020/4/2,2,8782T
2020/4/3,1,8782T
2020/4/4,1,8782T
2020/4/5,1,8782T
2020/4/6,4,8782T
2020/4/7,1,8782T
2020/4/8,0,8782T
2020/4/9,1,8782T
2020/4/10,1,8782T
2020/4/11,1,8782T
2020/4/12,0,8782T
2020/4/13,0,8782T
2020/4/14,1,8782T
2020/4/15,1,8782T
2020/4/16,1,8782T
2020/4/17,0,8782T
2020/4/18,3,8782T
2020/4/19,0,8782T
2020/4/20,1,8782T
2020/4/21,5,8782T
2020/4/22,1,8782T
2020/4/23,5,8782T
2020/4/24,4,8782T
2020/4/25,0,8782T
2020/4/26,0,8782T
2020/4/27,0,8782T
2020/4/28,2,8782T
2020/4/29,1,8782T
2020/4/30,2,8782T
2020/5/1,0,8782T
2020/5/2,1,8782T
2020/5/3,2,8782T
2020/5/4,2,8782T
2020/5/5,1,8782T
2020/5/6,2,8782T
2020/5/7,0,8782T
2020/5/8,1,8782T
2020/5/9,0,8782T
2020/5/10,0,8782T
2020/5/11,0,8782T
2020/5/12,1,8782T
2020/5/13,0,8782T
2020/5/14,0,8782T
2020/5/15,1,8782T
2020/5/16,0,8782T
2020/5/17,0,8782T
2020/5/18,0,8782T
2020/5/19,1,8782T
2020/5/20,0,8782T
2020/5/21,0,8782T
2020/5/22,0,8782T
2020/5/23,0,8782T
2020/5/24,0,8782T
2020/5/25,0,8782T
2020/5/26,2,8782T
2020/5/27,0,8782T
2020/5/28,0,8782T
2020/5/29,0,8782T
2020/5/30,0,8782T
2020/5/31,0,8782T
2020/6/1,0,8782T
2020/6/2,0,8782T
2020/6/3,0,8782T
2020/6/4,0,8782T
2020/6/5,2,8782T
2020/6/6,0,8782T
2020/6/7,0,8782T
2020/6/8,1,8782T
2020/6/9,0,8782T
2020/6/10,2,8782T
2020/6/11,4,8782T
2020/6/12,0,8782T
2020/6/13,1,8782T
2020/6/14,0,8782T
2020/6/15,4,8782T
2020/6/16,0,8782T
2020/6/17,1,8782T
2020/6/18,0,8782T
2020/6/19,0,8782T
2020/6/20,0,8782T
2020/6/21,0,8782T
2020/6/22,0,8782T
2020/6/23,0,8782T
2020/6/24,0,8782T
2020/6/25,0,8782T
2020/6/26,1,8782T
2020/6/27,0,8782T
2020/6/28,0,8782T
2020/6/29,0,8782T
2020/6/30,0,8782T
2020/7/1,1,8782T
2020/7/2,0,8782T
2020/7/3,0,8782T
2020/7/4,0,8782T
2020/7/5,0,8782T
2020/7/6,0,8782T
2020/7/7,0,8782T
2020/7/8,0,8782T
2020/7/9,1,8782T
2020/7/10,0,8782T
2020/7/11,0,8782T
2020/7/12,0,8782T
2020/7/13,0,8782T
2020/7/14,0,8782T
2020/7/15,1,8782T
2020/7/16,0,8782T
2020/7/17,1,8782T
2020/7/18,0,8782T
2020/7/19,0,8782T
2020/7/20,0,8782T
2020/7/21,1,8782T
2020/7/22,0,8782T
2020/7/23,1,8782T
2020/7/24,0,8782T
2020/7/25,0,8782T
2020/7/26,0,8782T
2020/7/27,0,8782T
2020/7/28,0,8782T
2020/7/29,0,8782T
2020/7/30,0,8782T
2020/7/31,0,8782T
2020/8/1,0,8782T
2020/8/2,0,8782T
2020/8/3,0,8782T
2020/8/4,1,8782T
2020/8/5,0,8782T
2020/8/6,3,8782T
2020/8/7,0,8782T
2020/8/8,0,8782T
2020/8/9,0,8782T
2020/8/10,1,8782T
2020/8/11,0,8782T
2020/8/12,0,8782T
2020/8/13,0,8782T
2020/8/14,0,8782T
2020/8/15,0,8782T
2020/8/16,0,8782T
2020/8/17,0,8782T
2020/8/18,0,8782T
2020/8/19,0,8782T
2020/8/20,1,8782T
2020/8/21,0,8782T
2020/8/22,1,8782T
2020/8/23,0,8782T
2020/8/24,0,8782T
2020/8/25,0,8782T
2020/8/26,0,8782T
2020/8/27,0,8782T
2020/8/28,1,8782T
2020/8/29,0,8782T
2020/8/30,0,8782T
2020/8/31,0,8782T
2020/9/1,1,8782T
2020/9/2,0,8782T
2020/9/3,0,8782T
2020/9/4,0,8782T
2020/9/5,0,8782T
2020/9/6,0,8782T
2020/9/7,0,8782T
2020/9/8,0,8782T
2020/9/9,0,8782T
2020/9/10,1,8782T
2020/9/11,0,8782T
2020/9/12,0,8782T
2020/9/13,1,8782T
2020/9/14,1,8782T
2020/9/15,0,8782T
2020/9/16,0,8782T
2020/9/17,1,8782T
2020/9/18,0,8782T
2020/9/19,2,8782T
2020/9/20,0,8782T
2020/9/21,0,8782T
2020/9/22,0,8782T
2020/9/23,1,8782T
2020/9/24,1,8782T
2020/9/25,1,8782T
2020/9/26,0,8782T
2020/9/27,0,8782T
2020/9/28,4,8782T
2020/9/29,3,8782T
2020/9/30,0,8782T
2020/10/1,4,8782T
2020/10/2,1,8782T
2020/10/3,0,8782T
2020/10/4,0,8782T
2020/10/5,2,8782T
2020/10/6,0,8782T
2020/10/7,2,8782T
2020/10/8,5,8782T
2020/10/9,1,8782T
2020/10/10,1,8782T
2020/10/11,0,8782T
2020/10/12,0,8782T
2020/10/13,1,8782T
2020/10/14,0,8782T
2020/10/15,0,8782T
2020/10/16,2,8782T
2020/10/17,3,8782T
2020/10/18,0,8782T
2020/10/19,0,8782T
2020/10/20,1,8782T
2020/10/21,2,8782T
2020/10/22,2,8782T
2020/10/23,1,8782T
2020/10/24,0,8782T
2020/10/25,0,8782T
2020/10/26,0,8782T
2020/10/27,0,8782T
2020/10/28,12,8782T
2020/10/29,2,8782T
2020/10/30,1,8782T
2020/10/31,1,8782T
2020/11/1,3,8782T
2020/11/2,9,8782T
2020/11/3,1,8782T
2020/11/4,4,8782T
2020/11/5,3,8782T
2020/11/6,1,8782T
2020/11/7,1,8782T
2020/11/8,0,8782T
2020/11/9,2,8782T
2020/11/10,1,8782T
2020/11/11,1,8782T
2020/11/12,1,8782T
2020/11/13,1,8782T
2020/11/14,5,8782T
2020/11/15,0,8782T
2020/11/16,1,8782T
2020/11/17,4,8782T
2020/11/18,0,8782T
2020/11/19,2,8782T
2020/11/20,1,8782T
2020/11/21,2,8782T
2020/11/22,0,8782T
2020/11/23,9,8782T
2020/11/24,1,8782T
2020/11/25,2,8782T
2020/11/26,2,8782T
2020/11/27,2,8782T
2020/11/28,1,8782T
2020/11/29,0,8782T
2020/11/30,0,8782T
2020/12/1,2,8782T
2020/12/2,5,8782T
2020/12/3,2,8782T
2020/12/4,0,8782T
2020/12/5,1,8782T
2020/12/6,0,8782T
2020/12/7,0,8782T
2020/12/8,0,8782T
2020/12/9,1,8782T
2020/12/10,11,8782T
2020/12/11,12,8782T
2020/12/12,0,8782T
2020/12/13,2,8782T
2020/12/14,5,8782T
2020/12/15,7,8782T
2020/12/16,4,8782T
2020/12/17,5,8782T
2020/12/18,3,8782T
2020/12/19,1,8782T
2020/12/20,3,8782T
2020/12/21,3,8782T
2020/12/22,6,8782T
2020/12/23,5,8782T
2020/12/24,5,8782T
2020/12/25,0,8782T
2020/12/26,7,8782T
2020/12/27,2,8782T
2020/12/28,5,8782T
2020/12/29,25,8782T
2020/12/30,11,8782T
2020/12/31,2,8782T
2021/1/1,3,8782T
2021/1/2,2,8782T
2021/1/3,7,8782T
2021/1/4,7,8782T
2021/1/5,3,8782T
2021/1/6,7,8782T
2021/1/7,7,8782T
2021/1/8,2,8782T
2021/1/9,5,8782T
2021/1/10,6,8782T
2021/1/11,2,8782T
2021/1/12,7,8782T
2021/1/13,6,8782T
2021/1/14,6,8782T
2021/1/15,7,8782T
2021/1/16,4,8782T
2021/1/17,4,8782T
2021/1/18,3,8782T
2021/1/19,6,8782T
2021/1/20,9,8782T
2021/1/21,18,8782T
2021/1/22,7,8782T
2021/1/23,2,8782T
2021/1/24,2,8782T
2021/1/25,13,8782T
2021/1/26,6,8782T
2021/1/27,3,8782T
2021/1/28,8,8782T
2021/1/29,4,8782T
2021/1/30,5,8782T
2021/1/31,3,8782T
2021/2/1,14,8782T
2021/2/2,5,8782T
2021/2/3,7,8782T
2021/2/4,8,8782T
2021/2/5,8,8782T
2021/2/6,2,8782T
2021/2/7,2,8782T
2021/2/8,9,8782T
2021/2/9,8,8782T
2021/2/10,6,8782T
2021/2/11,7,8782T
2021/2/12,4,8782T
2021/2/13,4,8782T
2021/2/14,3,8782T
2021/2/15,11,8782T
2021/2/16,2,8782T
2021/2/17,7,8782T
2021/2/18,6,8782T
2021/2/19,8,8782T
2021/2/20,0,8782T
2021/2/21,2,8782T
2021/2/22,2,8782T
2021/2/23,7,8782T
2021/2/24,1,8782T
2021/2/25,2,8782T
2021/2/26,5,8782T
2021/2/27,3,8782T
2021/2/28,3,8782T
2021/3/1,7,8782T
2021/3/2,6,8782T
2021/3/3,5,8782T
2021/3/4,7,8782T
2021/3/5,4,8782T
2021/3/6,4,8782T
2021/3/7,1,8782T
2021/3/8,4,8782T
2021/3/9,10,8782T
2021/3/10,7,8782T
2021/3/11,3,8782T
2021/3/12,2,8782T
2021/3/13,2,8782T
2021/3/14,0,8782T
2021/3/15,2,8782T
2021/3/16,9,8782T
2021/3/17,2,8782T
2021/3/18,7,8782T
2021/3/19,3,8782T
2021/3/20,1,8782T
2021/3/21,1,8782T
2021/3/22,6,8782T
2021/3/23,2,8782T
2021/3/24,10,8782T
2021/3/25,4,8782T
2021/3/26,4,8782T
2021/3/27,3,8782T
2021/3/28,3,8782T
2021/3/29,4,8782T
2021/3/30,6,8782T
2021/3/31,7,8782T
2021/4/1,2,8782T
2021/4/2,6,8782T
2021/4/3,0,8782T
2021/4/4,1,8782T
2021/4/5,6,8782T
2021/4/6,3,8782T
2021/4/7,4,8782T
2021/4/8,6,8782T
2021/4/9,7,8782T
2021/4/10,2,8782T
2021/4/11,5,8782T
2021/4/12,2,8782T
2021/4/13,4,8782T
2021/4/14,4,8782T
2021/4/15,1,8782T
2021/4/16,3,8782T
2021/4/17,1,8782T
2021/4/18,0,8782T
2021/4/19,5,8782T
2021/4/20,9,8782T
2021/4/21,3,8782T
2021/4/22,7,8782T
2021/4/23,7,8782T
2021/4/24,4,8782T
2021/4/25,3,8782T
2021/4/26,10,8782T
2021/4/27,6,8782T
2021/4/28,5,8782T
2021/4/29,3,8782T
2021/4/30,3,8782T
2021/5/1,2,8782T
2021/5/2,3,8782T
2021/5/3,9,8782T
2021/5/4,9,8782T
2021/5/5,4,8782T
2021/5/6,15,8782T
2021/5/7,10,8782T
2021/5/8,5,8782T
2021/5/9,5,8782T
2021/5/10,4,8782T
2021/5/11,11,8782T
2021/5/12,7,8782T
2021/5/13,5,8782T
2021/5/14,2,8782T
2021/5/15,4,8782T
2021/5/16,5,8782T
2021/5/17,10,8782T
2021/5/18,12,8782T
2021/5/19,11,8782T
2021/5/20,11,8782T
2021/5/21,11,8782T
2021/5/22,2,8782T
2021/5/23,5,8782T
2021/5/24,12,8782T
2021/5/25,11,8782T
2021/5/26,6,8782T
2021/5/27,7,8782T
2021/5/28,3,8782T
2021/5/29,3,8782T
2021/5/30,3,8782T
2021/5/31,4,8782T
2021/6/1,14,8782T
2021/6/2,10,8782T
2021/6/3,6,8782T
2021/6/4,2,8782T
2021/6/5,2,8782T
2021/6/6,3,8782T
2021/6/7,16,8782T
2021/6/8,11,8782T
2021/6/9,4,8782T
2021/6/10,4,8782T
2021/6/11,5,8782T
2021/6/12,4,8782T
2021/6/13,2,8782T
2021/6/14,6,8782T
2021/6/15,1,8782T
2021/6/16,4,8782T
2021/6/17,3,8782T
2021/6/18,7,8782T
2021/6/19,2,8782T
2021/6/20,0,8782T
2021/6/21,7,8782T
2021/6/22,10,8782T
2021/6/23,3,8782T
2021/6/24,6,8782T
2021/6/25,5,8782T
2021/6/26,0,8782T
2021/6/27,3,8782T
2021/6/28,11,8782T
2021/6/29,1,8782T
2021/6/30,8,8782T
2021/7/1,3,8782T
2021/7/2,1,8782T
2021/7/3,5,8782T
2021/7/4,3,8782T
2021/7/5,7,8782T
2021/7/6,5,8782T
2021/7/7,0,8782T
2021/7/8,2,8782T
2021/7/9,2,8782T
2021/7/10,2,8782T
2021/7/11,2,8782T
2021/7/12,8,8782T
2021/7/13,1,8782T
2021/7/14,6,8782T
2021/7/15,4,8782T
2021/7/16,4,8782T
2021/7/17,5,8782T
2021/7/18,2,8782T
2021/7/19,10,8782T
2021/7/20,8,8782T
2021/7/21,3,8782T
2021/7/22,4,8782T
2021/7/23,4,8782T
2021/7/24,4,8782T
2021/7/25,8,8782T
2021/7/26,3,8782T
2021/7/27,4,8782T
2021/7/28,2,8782T
2021/7/29,4,8782T
2021/7/30,6,8782T
2021/7/31,5,8782T
2021/8/1,4,8782T
2021/8/2,2,8782T
2021/8/3,3,8782T
2021/8/4,5,8782T
2021/8/5,4,8782T
2021/8/6,6,8782T
2021/8/7,7,8782T
2021/8/8,4,8782T
2021/8/9,5,8782T
2021/8/10,4,8782T
2021/8/11,5,8782T
2021/8/12,3,8782T
2021/8/13,4,8782T
2021/8/14,3,8782T
2021/8/15,1,8782T
2021/8/16,3,8782T
2021/8/17,10,8782T
2021/8/18,10,8782T
2021/8/19,9,8782T
2021/8/20,2,8782T
2021/8/21,5,8782T
2021/8/22,10,8782T
2021/8/23,13,8782T
2021/8/24,13,8782T
2021/8/25,12,8782T
2021/8/26,6,8782T
2021/8/27,12,8782T
2021/8/28,8,8782T
2021/8/29,5,8782T
2021/8/30,12,8782T
2021/8/31,21,8782T
2021/9/1,9,8782T
2021/9/2,13,8782T
2021/9/3,15,8782T
2021/9/4,9,8782T
2021/9/5,6,8782T
2021/9/6,21,8782T
2021/9/7,14,8782T
2021/9/8,15,8782T
2021/9/9,19,8782T
2021/9/10,15,8782T
2021/9/11,9,8782T
2021/9/12,14,8782T
2021/9/13,19,8782T
2021/9/14,16,8782T
2021/9/15,11,8782T
2021/9/16,15,8782T
2021/9/17,21,8782T
2021/9/18,12,8782T
2021/9/19,15,8782T
2021/9/20,15,8782T
2021/9/21,25,8782T
2021/9/22,9,8782T
2021/9/23,14,8782T
2021/9/24,24,8782T
2021/9/25,11,8782T
2021/9/26,15,8782T
2021/9/27,19,8782T
2021/9/28,25,8782T
2021/9/29,30,8782T
2021/9/30,27,8782T
2021/10/1,15,8782T
2021/10/2,7,8782T
2021/10/3,18,8782T
2021/10/4,19,8782T
2021/10/5,20,8782T
2021/10/6,15,8782T
2021/10/7,23,8782T
2021/10/8,16,8782T
2021/10/9,13,8782T
2021/10/10,14,8782T
2021/10/11,15,8782T
2021/10/12,25,8782T
2021/10/13,23,8782T
2021/10/14,19,8782T
2021/10/15,12,8782T
2021/10/16,16,8782T
2021/10/17,13,8782T
2021/10/18,26,8782T
2021/10/19,25,8782T
2021/10/20,24,8782T
2021/10/21,25,8782T
2021/10/22,13,8782T
2021/10/23,20,8782T
2021/10/24,15,8782T
2021/10/25,15,8782T
2021/10/26,27,8782T
2021/10/27,14,8782T
2021/10/28,20,8782T
2021/10/29,19,8782T
2021/10/30,22,8782T
2021/10/31,28,8782T
2021/11/1,41,8782T
2021/11/2,20,8782T
2021/11/3,26,8782T
2021/11/4,38,8782T
2021/11/5,16,8782T
2021/11/6,7,8782T
2021/11/7,21,8782T
2021/11/8,20,8782T
2021/11/9,34,8782T
2021/11/10,36,8782T
2021/11/11,29,8782T
2021/11/12,24,8782T
2021/11/13,31,8782T
2021/11/14,15,8782T
2021/11/15,29,8782T
2021/11/16,31,8782T
2021/11/17,46,8782T
2021/11/18,31,8782T
2021/11/19,26,8782T
2021/11/20,25,8782T
2021/11/21,26,8782T
2021/11/22,45,8782T
2021/11/23,31,8782T
2021/11/24,30,8782T
2021/11/25,45,8782T
2021/11/26,35,8782T
2021/11/27,20,8782T
2021/11/28,21,8782T
2021/11/29,87,8782T
2021/11/30,35,8782T
2021/12/1,42,8782T
2021/12/2,16,8782T
2021/12/3,42,8782T
2021/12/4,16,8782T
2021/12/5,13,8782T
2021/12/6,74,8782T
2021/12/7,40,8782T
2021/12/8,27,8782T
2021/12/9,23,8782T
2021/12/10,23,8782T
2021/12/11,13,8782T
2021/12/12,9,8782T
2021/12/13,44,8782T
2021/12/14,20,8782T
2021/12/15,19,8782T
2021/12/16,8,8782T
2021/12/17,17,8782T
2021/12/18,13,8782T
2021/12/19,12,8782T
2021/12/20,20,8782T
2021/12/21,20,8782T
2021/12/22,6,8782T
2021/12/23,17,8782T
2021/12/24,18,8782T
2021/12/25,4,8782T
2021/12/26,6,8782T
2021/12/27,45,8782T
2021/12/28,6,8782T
2021/12/29,2,8782T
2021/12/30,6,8782T
2021/12/31,1,8782T
2022/1/1,0,8782T
2022/1/2,0,8782T
2022/1/3,44,8782T
2022/1/4,2,8782T
2022/1/5,1,8782T
2022/1/6,8,8782T
2022/1/7,1,8782T
2022/1/8,1,8782T
2022/1/9,0,8782T
2022/1/10,14,8782T
2022/1/11,2,8782T
2022/1/12,0,8782T
2022/1/13,0,8782T
2022/1/14,4,8782T
2022/1/15,0,8782T
2022/1/16,3,8782T
2022/1/17,2,8782T
2022/1/18,0,8782T
2022/1/19,0,8782T
2022/1/20,2,8782T
2022/1/21,1,8782T
2022/1/22,1,8782T
2022/1/23,0,8782T
2022/1/24,0,8782T
2022/1/25,3,8782T
2022/1/26,0,8782T
2022/1/27,1,8782T
2022/1/28,0,8782T
2022/1/29,0,8782T
2022/1/30,2,8782T
2022/1/31,4,8782T
2022/2/1,1,8782T
2022/2/2,0,8782T
2022/2/3,0,8782T
2022/2/4,0,8782T
2022/2/5,1,8782T
2022/2/6,0,8782T
2022/2/7,0,8782T
2022/2/8,1,8782T
2022/2/9,0,8782T
2022/2/10,0,8782T
2022/2/11,1,8782T
2022/2/12,1,8782T
2022/2/13,1,8782T
2022/2/14,1,8782T
2022/2/15,3,8782T
2022/2/16,1,8782T
2022/2/17,0,8782T
2022/2/18,1,8782T
2022/2/19,1,8782T
2022/2/20,1,8782T
2022/2/21,2,8782T
2022/2/22,1,8782T
2022/2/23,1,8782T
2022/2/24,1,8782T
2022/2/25,1,8782T
2022/2/26,1,8782T
2022/2/27,2,8782T
2022/2/28,0,8782T
2022/3/1,3,8782T
2022/3/2,1,8782T
2022/3/3,2,8782T
2022/3/4,1,8782T
2022/3/5,0,8782T
2022/3/6,3,8782T
2022/3/7,1,8782T
2022/3/8,2,8782T
2022/3/9,2,8782T
2022/3/10,3,8782T
2022/3/11,5,8782T
2022/3/12,0,8782T
2022/3/13,1,8782T
2022/3/14,1,8782T
2022/3/15,1,8782T
2022/3/16,2,8782T
2022/3/17,5,8782T
2022/3/18,1,8782T
2022/3/19,0,8782T
2022/3/20,1,8782T
2022/3/21,2,8782T
2022/3/22,3,8782T
2022/3/23,5,8782T
2022/3/24,1,8782T
2022/3/25,0,8782T
2022/3/26,3,8782T
