Var1,Freq,Mutations
2022/5/26,1,28144C
2022/5/27,1,28144C
2022/5/28,0,28144C
2022/5/29,0,28144C
2022/5/30,0,28144C
2022/5/31,0,28144C
2022/6/1,0,28144C
2022/6/2,0,28144C
2022/6/3,0,28144C
2022/6/4,0,28144C
2022/6/5,1,28144C
2022/6/6,0,28144C
2022/6/7,0,28144C
2022/6/8,0,28144C
2022/6/9,1,28144C
2022/6/10,0,28144C
2022/6/11,0,28144C
2022/6/12,0,28144C
2022/6/13,0,28144C
2022/6/14,0,28144C
2022/6/15,0,28144C
2022/6/16,0,28144C
2022/6/17,0,28144C
2022/6/18,2,28144C
2022/6/19,1,28144C
2022/6/20,0,28144C
2022/6/21,0,28144C
2022/6/22,1,28144C
2022/6/23,0,28144C
2022/6/24,0,28144C
2022/6/25,0,28144C
2022/6/26,0,28144C
2022/6/27,0,28144C
2022/6/28,0,28144C
2022/6/29,0,28144C
2022/6/30,0,28144C
2022/7/1,0,28144C
2022/7/2,0,28144C
2022/7/3,0,28144C
2022/7/4,0,28144C
2022/7/5,0,28144C
2022/7/6,0,28144C
2022/7/7,0,28144C
2022/7/8,0,28144C
2022/7/9,0,28144C
2022/7/10,0,28144C
2022/7/11,0,28144C
2022/7/12,0,28144C
2022/7/13,0,28144C
2022/7/14,0,28144C
2022/7/15,0,28144C
2022/7/16,0,28144C
2022/7/17,0,28144C
2022/7/18,0,28144C
2022/7/19,0,28144C
2022/7/20,0,28144C
2022/7/21,0,28144C
2022/7/22,0,28144C
2022/7/23,0,28144C
2022/7/24,0,28144C
2022/7/25,1,28144C
2022/7/26,0,28144C
2022/7/27,0,28144C
2022/7/28,0,28144C
2022/7/29,0,28144C
2022/7/30,0,28144C
2022/7/31,0,28144C
2022/8/1,0,28144C
2022/8/2,0,28144C
2022/8/3,0,28144C
2022/8/4,0,28144C
2022/8/5,0,28144C
2022/8/6,0,28144C
2022/8/7,0,28144C
2022/8/8,0,28144C
2022/8/9,0,28144C
2022/8/10,0,28144C
2022/8/11,0,28144C
2022/8/12,0,28144C
2022/8/13,0,28144C
2022/8/14,0,28144C
2022/8/15,0,28144C
2022/8/16,0,28144C
2022/8/17,0,28144C
2022/8/18,0,28144C
2022/8/19,0,28144C
2022/8/20,0,28144C
2022/8/21,0,28144C
2022/8/22,0,28144C
2022/8/23,0,28144C
2022/8/24,0,28144C
2022/8/25,0,28144C
2022/8/26,0,28144C
2022/8/27,0,28144C
2022/8/28,0,28144C
2022/8/29,0,28144C
2022/8/30,0,28144C
2022/8/31,0,28144C
2022/9/1,0,28144C
2022/9/2,0,28144C
2022/9/3,0,28144C
2022/9/4,0,28144C
2022/9/5,0,28144C
2022/9/6,0,28144C
2022/9/7,0,28144C
2022/9/8,0,28144C
2022/9/9,0,28144C
2022/9/10,0,28144C
2022/9/11,0,28144C
2022/9/12,0,28144C
2022/9/13,0,28144C
2022/9/14,0,28144C
2022/9/15,0,28144C
2022/9/16,0,28144C
2022/9/17,0,28144C
2022/9/18,0,28144C
2022/9/19,0,28144C
2022/9/20,0,28144C
2022/9/21,0,28144C
2022/9/22,0,28144C
2022/9/23,0,28144C
2022/9/24,0,28144C
2022/9/25,0,28144C
2022/9/26,0,28144C
2022/9/27,0,28144C
2022/9/28,0,28144C
2022/9/29,0,28144C
2022/9/30,0,28144C
2022/10/1,0,28144C
2022/10/2,0,28144C
2022/10/3,0,28144C
